Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
Can you not hear the roar?,Vous n'entendez pas le rugissement ?,7a2c2848.jpeg,0.5874,0.6268,0.3275,0.3892,0.1515
Hand me the spade.,Donne-moi la pique.,acf5e2d2.jpeg,0.4443,0.457,0.3736,0.4246,0.1803
Hand me the spade.,Donne-moi la pique.,e82edf58.jpeg,0.4482,0.457,0.4106,0.4825,0.2328
He had a nice cold beer out on the deck.,Il avait une jolie bière froide sur le pont.,06c95da3.jpeg,0.6517,0.6901,0.3421,0.3518,0.1238
He had a nice cold beer out on the deck.,Il avait une jolie bière froide sur le pont.,83a1ed92.jpeg,0.6414,0.6901,0.2921,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Je ne peux pas attendre - c'est mon spectacle préféré, tu sais!,ff9d31cd.jpeg,0.592,0.6145,0.3628,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Je ne peux pas attendre - c'est mon spectacle préféré, tu sais!,2cb5fd44.jpeg,0.5726,0.6145,0.2583,0.365,0.1332
The vault is sealed now.,La voûte est scellée maintenant.,2f5bec21.jpeg,0.6558,0.6878,0.3647,0.3314,0.1099
The vault is sealed now.,La voûte est scellée maintenant.,a5abe0e7.jpeg,0.6212,0.6878,0.4531,0.6292,0.3959
Put that in the basket.,Mets ça dans le panier.,1ed01e54.jpeg,0.5162,0.5659,0.2761,0.455,0.2071
Put that in the basket.,Mets ça dans le panier.,97385ca1.jpeg,0.5343,0.5659,0.2809,0.353,0.1246
I dropped the cap.,J'ai laissé tomber la casquette.,583f400d.jpeg,0.5631,0.6242,0.3359,0.5185,0.2688
I dropped the cap.,J'ai laissé tomber la casquette.,c1f6e732.jpeg,0.5759,0.6242,0.3358,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une balle dans le bras et a immédiatement ressenti une douleur aiguë.,b8a6fba1.jpeg,0.6784,0.7208,0.4221,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une balle dans le bras et a immédiatement ressenti une douleur aiguë.,4de90a58.jpeg,0.651,0.7208,0.4065,0.5344,0.2856
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,63bebc68.jpeg,0.7283,0.8023,0.5348,0.6182,0.3822
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,a510fc0f.jpeg,0.7328,0.8023,0.4518,0.4973,0.2473
The bolt is broken, could you change it?,Le boulon est cassé, pouvez-vous le changer ?,da99e9f2.jpeg,0.7389,0.7899,0.4287,0.4056,0.1645
The bolt is broken, could you change it?,Le boulon est cassé, pouvez-vous le changer ?,83ef42b8.jpeg,0.7315,0.7899,0.4863,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand j'ai déménagé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'occupant précédent.,60bc860f.jpeg,0.7383,0.7999,0.3183,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand j'ai déménagé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'occupant précédent.,68daa555.jpeg,0.7338,0.7999,0.4174,0.457,0.2088
They are used to rowing.,Ils sont habitués à l'aviron.,70a67d59.jpeg,0.5272,0.5562,0.4314,0.5508,0.3034
They are used to rowing.,Ils sont habitués à l'aviron.,a43d02d6.jpeg,0.5431,0.5562,0.2784,0.223,0.0497
That's a good swing!,C'est une bonne balançoire !,a9156d52.jpeg,0.4581,0.4794,0.3831,0.5334,0.2845
That's a good swing!,C'est une bonne balançoire !,58b6768c.jpeg,0.4804,0.4794,0.4854,0.4235,0.1794
He jumped over the fence.,Il a sauté par-dessus la clôture.,c038313d.jpeg,0.6673,0.7157,0.4539,0.4764,0.2269
He jumped over the fence.,Il a sauté par-dessus la clôture.,d23ee043.jpeg,0.6681,0.7157,0.5262,0.5791,0.3353
Please, leave a note on the table.,S'il vous plaît, laissez une note sur la table.,05a623f7.jpeg,0.6634,0.7103,0.3943,0.4176,0.1744
Please, leave a note on the table.,S'il vous plaît, laissez une note sur la table.,db6e6046.jpeg,0.6542,0.7103,0.3917,0.4623,0.2138
We have a new pitcher.,Nous avons un nouveau lanceur.,48d7df48.jpeg,0.6555,0.7051,0.4262,0.4649,0.2161
We have a new pitcher.,Nous avons un nouveau lanceur.,0fd1864a.jpeg,0.6292,0.7051,0.3137,0.4904,0.2405
One of the organs unfortunately isn't working properly.,L'un des organes ne fonctionne malheureusement pas correctement.,e232b664.jpeg,0.6558,0.7137,0.4672,0.5536,0.3064
One of the organs unfortunately isn't working properly.,L'un des organes ne fonctionne malheureusement pas correctement.,76e8c66d.jpeg,0.661,0.7137,0.3267,0.3969,0.1576
It is renowned for its beautiful roses.,Il est réputé pour ses belles roses.,798b2dc0.jpeg,0.7185,0.7891,0.4189,0.4856,0.2358
It is renowned for its beautiful roses.,Il est réputé pour ses belles roses.,f5e4c464.jpeg,0.7293,0.7891,0.3694,0.4077,0.1662
My husband loves squash!,Mon mari adore la courge !,b67c61e1.jpeg,0.5484,0.627,0.2576,0.5198,0.2702
My husband loves squash!,Mon mari adore la courge !,2ebc106e.jpeg,0.5962,0.627,0.3912,0.3877,0.1503
They were shooting in the village down by the postoffice.,Ils tiraient dans le village près de la poste.,5bf09de0.jpeg,0.5997,0.6398,0.3627,0.4117,0.1695
They were shooting in the village down by the postoffice.,Ils tiraient dans le village près de la poste.,e086f883.jpeg,0.5991,0.6398,0.3512,0.4053,0.1643
It needs a really good sweep.,Il a besoin d'un bon balayage.,e6e67778.jpeg,0.6619,0.7042,0.4491,0.4459,0.1988
It needs a really good sweep.,Il a besoin d'un bon balayage.,199ebdef.jpeg,0.6599,0.7042,0.4458,0.4549,0.2069
We changed coaches.,On a changé d'entraîneurs.,b15f1703.jpeg,0.5786,0.5931,0.4671,0.3607,0.1301
We changed coaches.,On a changé d'entraîneurs.,b88b9c53.png,0.5515,0.5931,0.3226,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, ils doivent être changés.,e53ec8b2.jpeg,0.6994,0.7625,0.54,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, ils doivent être changés.,f7f8b88e.jpeg,0.6981,0.7625,0.5221,0.6044,0.3653
Hand me that can please.,Donne-moi ça, s'il te plaît.,8a3e80fe.jpeg,0.5399,0.5655,0.3791,0.3991,0.1593
Hand me that can please.,Donne-moi ça, s'il te plaît.,0aeabb58.jpeg,0.5399,0.5655,0.3197,0.3408,0.1162
Be careful, the iron is hot!,Attention, le fer est chaud !,8da55de2.jpeg,0.5237,0.5486,0.4278,0.5088,0.2589
Be careful, the iron is hot!,Attention, le fer est chaud !,e3d8747e.jpeg,0.5052,0.5486,0.3586,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Il nous en reste, mais je vais acheter d'autres rouleaux pour être sûr.,e6f207a4.jpeg,0.6568,0.6906,0.3493,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Il nous en reste, mais je vais acheter d'autres rouleaux pour être sûr.,81c9adb9.jpeg,0.6403,0.6906,0.2981,0.3835,0.1471
Let me take a closer look at that skate.,Laisse-moi regarder de plus près ce patin.,df266432.jpeg,0.5671,0.6112,0.3282,0.4296,0.1845
Let me take a closer look at that skate.,Laisse-moi regarder de plus près ce patin.,dc59f028.jpeg,0.5759,0.6112,0.3105,0.3644,0.1328
What a chicken!,Quel poulet !,38758a2d.jpeg,0.6421,0.6494,0.6259,0.6747,0.4552
What a chicken!,Quel poulet !,fe92b00b.jpeg,0.6251,0.6494,0.5215,0.4847,0.2349
Next to the main square or the little one?,A côté de la place principale ou de la petite ?,adb41049.jpeg,0.5722,0.5902,0.5045,0.5166,0.2668
Next to the main square or the little one?,A côté de la place principale ou de la petite ?,e1c09d57.jpeg,0.5674,0.5902,0.3925,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Si on pouvait juste déplacer la planche un peu, ça créerait un peu d'espace.,0d3ac65b.jpeg,0.6669,0.708,0.3403,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Si on pouvait juste déplacer la planche un peu, ça créerait un peu d'espace.,0c817ddc.jpeg,0.6587,0.708,0.3145,0.3786,0.1434
She knows how to handle a paddle.,Elle sait manier une pagaie.,c02f7d1a.jpeg,0.6932,0.7411,0.4889,0.4842,0.2344
She knows how to handle a paddle.,Elle sait manier une pagaie.,e98cf581.jpeg,0.6814,0.7411,0.4181,0.4761,0.2267
The man saw her duck.,L'homme a vu son canard.,d397a90f.jpeg,0.6626,0.7042,0.4782,0.4747,0.2254
The man saw her duck.,L'homme a vu son canard.,ca287619.jpeg,0.6651,0.7042,0.482,0.4616,0.213
Look at the bay, it's beautiful!,Regarde la baie, c'est magnifique !,eb47f13a.jpeg,0.6142,0.6764,0.4316,0.5835,0.3404
Look at the bay, it's beautiful!,Regarde la baie, c'est magnifique !,fb133b23.jpeg,0.6298,0.6764,0.2689,0.3592,0.129
How many degrees? Two degrees!,Combien de degrés ?,494fe6e9.jpeg,0.6347,0.6555,0.522,0.4306,0.1855
How many degrees? Two degrees!,Combien de degrés ?,47cdb649.jpeg,0.6141,0.6555,0.4111,0.4517,0.204
Don't tell me, you've got a hive problem again?,Ne me dis pas que tu as encore un problème de ruche ?,4d718cc3.jpeg,0.5789,0.6167,0.2911,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Ne me dis pas que tu as encore un problème de ruche ?,c977626d.jpeg,0.5858,0.6167,0.2644,0.3099,0.0961
How did you get such a mark?,Comment avez-vous eu une telle marque ?,40b0c994.jpeg,0.5904,0.6232,0.312,0.3436,0.1181
How did you get such a mark?,Comment avez-vous eu une telle marque ?,0c5443fc.jpeg,0.5681,0.6232,0.3457,0.4978,0.2478
Just a single tear, but it was enough.,Juste une seule larme, mais ça suffit.,b07cb134.jpeg,0.773,0.8387,0.3761,0.407,0.1657
Just a single tear, but it was enough.,Juste une seule larme, mais ça suffit.,c80fe410.jpeg,0.7967,0.8387,0.2623,0.2805,0.0787
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coller un peu.,ec88710c.jpeg,0.645,0.6856,0.4696,0.4808,0.2312
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coller un peu.,c23f7abf.jpeg,0.6384,0.6856,0.3592,0.4113,0.1692
I did not expect you to be so smart!,Je ne m'attendais pas à ce que tu sois si intelligent !,5c9ce195.jpeg,0.675,0.7138,0.359,0.3503,0.1227
I did not expect you to be so smart!,Je ne m'attendais pas à ce que tu sois si intelligent !,cb64d54b.jpeg,0.6771,0.7138,0.3615,0.3411,0.1164
Ow, that's far too hot!,C'est trop chaud !,84d215e5.jpeg,0.4714,0.4823,0.3764,0.3397,0.1154
Ow, that's far too hot!,C'est trop chaud !,5033f6e8.jpeg,0.4737,0.4823,0.3988,0.3397,0.1154
Oh don't stress, it's just a draft.,Oh ne stresse pas, c'est juste un brouillon.,bca445ea.jpeg,0.7043,0.7347,0.3329,0.286,0.0818
Oh don't stress, it's just a draft.,Oh ne stresse pas, c'est juste un brouillon.,d8db8c45.jpeg,0.6919,0.7347,0.3773,0.3689,0.1361
The shell's got a crack in it.,La coquille a une fissure dedans.,9e56c574.jpeg,0.7065,0.7294,0.6477,0.6249,0.3905
The shell's got a crack in it.,La coquille a une fissure dedans.,aa957a15.jpeg,0.6813,0.7294,0.377,0.3975,0.158
The carpet must have cost a fortune!,Le tapis a dû coûter une fortune !,59a4bae4.jpeg,0.6978,0.7627,0.5107,0.589,0.3469
The carpet must have cost a fortune!,Le tapis a dû coûter une fortune !,97e8502f.jpeg,0.6768,0.7627,0.4335,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Faites-moi une faveur et videz le plateau pour moi, s'il vous plaît.,59b8c3ab.jpeg,0.596,0.6205,0.3187,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Faites-moi une faveur et videz le plateau pour moi, s'il vous plaît.,5c9da7a4.jpeg,0.5996,0.6205,0.3869,0.3142,0.0987
The frame is made of wood.,Le cadre est en bois.,cc456922.jpeg,0.717,0.7467,0.6562,0.6987,0.4881
The frame is made of wood.,Le cadre est en bois.,9375bb9e.jpeg,0.702,0.7467,0.4974,0.4675,0.2186
