Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
He took the lead.,Er übernahm die Führung.,6f82a941.jpeg,0.5169,0.5486,0.396,0.5118,0.262
Have you got any coke?,Hast du Cola?,264ae5e9.jpeg,0.489,0.4905,0.4825,0.4695,0.2204
Have you got any coke?,Hast du Lines?,115bec66.jpeg,0.299,0.2855,0.3911,0.3833,0.147
This dog's muzzle is weird.,Diese Hundemaske ist seltsam.,b7320652.jpeg,0.6519,0.6993,0.5401,0.651,0.4237
This dog's muzzle is weird.,Dieser Hund hat eine seltsame Schnauze.,4fd8f02b.jpeg,0.6857,0.7313,0.5606,0.6039,0.3647
Can you not hear the roar?,Kannst du das Brüllen nicht hören?,450cdf0d.jpeg,0.596,0.6423,0.4185,0.511,0.2611
Can you not hear the roar?,Kannst du das Brüllen nicht hören?,7a2c2848.jpeg,0.5979,0.6423,0.3043,0.3892,0.1515
Hand me the spade.,Gib mir den Pik.,acf5e2d2.jpeg,0.1596,0.1116,0.4259,0.4246,0.1803
Hand me the spade.,Gib mir die Schaufel.,e82edf58.jpeg,0.5148,0.5197,0.4938,0.4825,0.2328
He had a nice cold beer out on the deck.,Er hatte ein kühles Bier auf dem Deck.,06c95da3.jpeg,0.6637,0.6994,0.3746,0.3518,0.1238
He had a nice cold beer out on the deck.,Er hatte ein kühles Bier auf der Terrasse.,83a1ed92.jpeg,0.6622,0.7057,0.3506,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten – es ist meine Lieblingsvorstellung, weißt du!,ff9d31cd.jpeg,0.5986,0.6266,0.3138,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten – es ist meine Lieblingssendung, weißt du!,2cb5fd44.jpeg,0.6544,0.697,0.3348,0.365,0.1332
The vault is sealed now.,Das Grabmal ist jetzt geschlossen.,2f5bec21.jpeg,0.5748,0.5772,0.5535,0.3314,0.1099
The vault is sealed now.,Der Safe ist jetzt geschlossen.,a5abe0e7.jpeg,0.6372,0.659,0.5821,0.6292,0.3959
Put that in the basket.,Lege es in den Korb.,1ed01e54.jpeg,0.4236,0.4179,0.4512,0.455,0.2071
Put that in the basket.,Lege das in den Korb.,97385ca1.jpeg,0.5679,0.5898,0.3923,0.353,0.1246
I dropped the cap.,Ich habe die Kappe fallen lassen.,583f400d.jpeg,0.6256,0.6711,0.4561,0.5185,0.2688
I dropped the cap.,Ich habe die Kappe fallen lassen.,c1f6e732.jpeg,0.6308,0.6711,0.4305,0.4487,0.2014
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock die Straße entlanggehen.,63bebc68.jpeg,0.762,0.8171,0.6177,0.6182,0.3822
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock auf der Straße gehen.,a510fc0f.jpeg,0.7419,0.8024,0.4974,0.4973,0.2473
The bolt is broken, could you change it?,Der Riegel ist kaputt, könnten Sie ihn austauschen?,da99e9f2.jpeg,0.5502,0.5806,0.3658,0.4056,0.1645
The bolt is broken, could you change it?,Der Bolzen ist kaputt, könnten Sie ihn austauschen?,83ef42b8.jpeg,0.6609,0.7073,0.4659,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Schachtel, die der vorherige Mieter zurückgelassen hatte.,60bc860f.jpeg,0.6939,0.7423,0.3637,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Kiste, die der vorherige Mieter zurückgelassen hatte.,68daa555.jpeg,0.691,0.742,0.4471,0.457,0.2088
They are used to rowing.,Sie sind es gewohnt, zu rudern.,70a67d59.jpeg,0.5399,0.5575,0.482,0.5508,0.3034
They are used to rowing.,Sie streiten sich ständig.,a43d02d6.jpeg,0.2473,0.2327,0.5419,0.223,0.0497
That's a good swing!,Das ist ein guter Schwung!,a9156d52.jpeg,0.6201,0.6636,0.4672,0.5334,0.2845
That's a good swing!,Das ist eine schöne Schaukel!,58b6768c.jpeg,0.5216,0.5294,0.4785,0.4235,0.1794
He jumped over the fence.,Er sprang über den Zaun.,c038313d.jpeg,0.6972,0.7517,0.457,0.4764,0.2269
He jumped over the fence.,Er sprang über den Sprung.,d23ee043.jpeg,0.5964,0.6194,0.5279,0.5791,0.3353
Please, leave a note on the table.,Bitte lass einen Zettel auf dem Tisch liegen.,05a623f7.jpeg,0.5598,0.5748,0.4733,0.4176,0.1744
Please, leave a note on the table.,Bitte lass einen Dollar auf dem Tisch liegen.,db6e6046.jpeg,0.5337,0.5117,0.6367,0.4623,0.2138
We have a new pitcher.,Wir haben einen neuen Pitcher.,48d7df48.jpeg,0.7316,0.797,0.4287,0.4649,0.2161
We have a new pitcher.,Wir haben eine neue Kanne.,0fd1864a.jpeg,0.6472,0.7051,0.4064,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Eines der Organe funktioniert leider nicht richtig.,e232b664.jpeg,0.6413,0.6988,0.4536,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Eines der Orgeln funktioniert leider nicht richtig.,76e8c66d.jpeg,0.5479,0.5527,0.5178,0.3969,0.1576
It is renowned for its beautiful roses.,Es ist berühmt für seine wunderschönen Rosen.,798b2dc0.jpeg,0.7092,0.774,0.4343,0.4856,0.2358
It is renowned for its beautiful roses.,Es ist berühmt für seine wunderschönen Rosetten.,f5e4c464.jpeg,0.6899,0.735,0.4186,0.4077,0.1662
My husband loves squash!,Mein Mann liebt Squash!,b67c61e1.jpeg,0.6612,0.7101,0.48,0.5198,0.2702
My husband loves squash!,Mein Mann liebt Kürbisse!,2ebc106e.jpeg,0.611,0.6408,0.4125,0.3877,0.1503
They were shooting in the village down by the postoffice.,Sie haben im Dorf in der Nähe des Postamtes geschossen.,5bf09de0.jpeg,0.5977,0.6316,0.3974,0.4117,0.1695
They were shooting in the village down by the postoffice.,Sie haben am Strand gedreht.,e086f883.jpeg,0.4141,0.3791,0.6271,0.4053,0.1643
It needs a really good sweep.,Es muss richtig gut gefegt werden.,e6e67778.jpeg,0.562,0.5839,0.4523,0.4459,0.1988
It needs a really good sweep.,Es muss gründlich gefegt werden.,199ebdef.jpeg,0.5302,0.5479,0.445,0.4549,0.2069
We changed coaches.,Wir haben einen neuen Trainer.,b15f1703.jpeg,0.4772,0.4817,0.4423,0.3607,0.1301
We changed coaches.,Wir haben Abteile gewechselt.,b88b9c53.png,0.5579,0.5909,0.3763,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Die Fliesen sind alt und kaputt, sie müssen ausgetauscht werden.,e53ec8b2.jpeg,0.7039,0.7538,0.5777,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Die Ziegel sind alt und kaputt, sie müssen ausgetauscht werden.,f7f8b88e.jpeg,0.6575,0.6838,0.5854,0.6044,0.3653
Be careful, the iron is hot!,Vorsicht, das Eisen ist heiß!,8da55de2.jpeg,0.6389,0.6742,0.5026,0.5088,0.2589
Be careful, the iron is hot!,Pass auf, das Bügeleisen ist heiß!,e3d8747e.jpeg,0.6483,0.6895,0.5089,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch etwas da, aber ich kaufe noch ein paar Rollen, nur für den Fall der Fälle.,e6f207a4.jpeg,0.6499,0.6859,0.3228,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch ein paar übrig, aber ich kaufe noch ein paar Brötchen, nur für den Fall.,81c9adb9.jpeg,0.616,0.6455,0.4155,0.3835,0.1471
Let me take a closer look at that skate.,Ich schaue mir diesen Schlittschuh mal genauer an.,df266432.jpeg,0.5441,0.5584,0.4668,0.4296,0.1845
Let me take a closer look at that skate.,Lass mich diesen Rochen genauer ansehen.,dc59f028.jpeg,0.4763,0.4952,0.3339,0.3644,0.1328
What a chicken!,Was für ein Huhn!,38758a2d.jpeg,0.6259,0.6547,0.5627,0.6747,0.4552
What a chicken!,Was ein Angstvorrat!,fe92b00b.jpeg,0.3911,0.3953,0.3731,0.4847,0.2349
Next to the main square or the little one?,Neben dem Hauptplatz oder dem kleinen Platz?,adb41049.jpeg,0.5435,0.5447,0.5387,0.5166,0.2668
Next to the main square or the little one?,Neben dem großen Quadrat oder dem kleinen?,e1c09d57.jpeg,0.3622,0.3401,0.5309,0.3613,0.1306
She knows how to handle a paddle.,Sie weiß, wie man ein Paddel handhabt.,c02f7d1a.jpeg,0.708,0.7513,0.5235,0.4842,0.2344
She knows how to handle a paddle.,Sie weiß, wie man einen Schläger handhabt.,e98cf581.jpeg,0.6314,0.6753,0.438,0.4761,0.2267
The man saw her duck.,Der Mann sah, wie sie sich duckte.,d397a90f.jpeg,0.6937,0.7427,0.4761,0.4747,0.2254
The man saw her duck.,Der Mann sah ihre Ente.,ca287619.jpeg,0.7135,0.7695,0.4503,0.4616,0.213
Look at the bay, it's beautiful!,Schau dir die Bucht an, sie ist wunderschön!,eb47f13a.jpeg,0.6348,0.6826,0.4943,0.5835,0.3404
Look at the bay, it's beautiful!,Schau dir den Lorbeer an, er ist wunderschön!,fb133b23.jpeg,0.423,0.4212,0.4369,0.3592,0.129
How many degrees? Two degrees!,Wie viele Grad? Zwei Grad!,494fe6e9.jpeg,0.6511,0.6919,0.4314,0.4306,0.1855
How many degrees? Two degrees!,Zwei Diplome!,47cdb649.jpeg,0.4391,0.4006,0.628,0.4517,0.204
Don't tell me, you've got a hive problem again?,Hast du schon wieder ein Problem mit einem Bienenstock?,4d718cc3.jpeg,0.4025,0.4081,0.3601,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Hast du schon wieder einen Nesselsucht-Ausbruch?,c977626d.jpeg,0.3534,0.3624,0.2595,0.3099,0.0961
How did you get such a mark?,Wie hast du diesen Fleck bekommen?,40b0c994.jpeg,0.5204,0.5279,0.4571,0.3436,0.1181
How did you get such a mark?,Wie hast du diese Note bekommen?,0c5443fc.jpeg,0.5222,0.549,0.4144,0.4978,0.2478
Just a single tear, but it was enough.,Nur eine Träne, aber sie reichte aus.,b07cb134.jpeg,0.6977,0.7567,0.3416,0.407,0.1657
Just a single tear, but it was enough.,Nur ein Riss, aber er reichte aus.,c80fe410.jpeg,0.5315,0.5436,0.3779,0.2805,0.0787
By the way, the key tends to stick a little bit.,Der Schlüssel klemmt ein wenig.,ec88710c.jpeg,0.585,0.5952,0.5406,0.4808,0.2312
By the way, the key tends to stick a little bit.,Der Knopf klemmt ein bisschen.,c23f7abf.jpeg,0.4996,0.5276,0.3337,0.4113,0.1692
I did not expect you to be so smart!,Ich hätte nicht erwartet, dass du so schlau bist!,5c9ce195.jpeg,0.6318,0.6722,0.303,0.3503,0.1227
I did not expect you to be so smart!,Ich hätte nicht gedacht, dass du so schlau bist!,cb64d54b.jpeg,0.5956,0.6292,0.3066,0.3411,0.1164
Ow, that's far too hot!,Au das ist zu scharf!,84d215e5.jpeg,0.4749,0.4814,0.4193,0.3397,0.1154
Ow, that's far too hot!,Oh das ist viel zu heiß!,5033f6e8.jpeg,0.5476,0.5694,0.3584,0.3397,0.1154
Oh don't stress, it's just a draft.,Ach mach dir keine Sorgen, ist nur ein Zug.,bca445ea.jpeg,0.512,0.5291,0.3038,0.286,0.0818
Oh don't stress, it's just a draft.,Keine Sorge es ist nur ein Entwurf.,d8db8c45.jpeg,0.5711,0.5862,0.4605,0.3689,0.1361
The shell's got a crack in it.,Die Schale ist gesprungen.,9e56c574.jpeg,0.6109,0.6295,0.5635,0.6249,0.3905
The shell's got a crack in it.,Die Schale hat einen Riss.,aa957a15.jpeg,0.6211,0.6612,0.3678,0.3975,0.158
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,59a4bae4.jpeg,0.7156,0.7839,0.5186,0.589,0.3469
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,97e8502f.jpeg,0.7008,0.7839,0.4657,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Bitte mach den Korb sauber.,59b8c3ab.jpeg,0.4826,0.493,0.3656,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Bitte räumen Sie mir das Tablett frei.,5c9da7a4.jpeg,0.5333,0.5506,0.3578,0.3142,0.0987
The frame is made of wood.,Der Bilderrahmen ist aus Holz.,cc456922.jpeg,0.7103,0.7092,0.7124,0.6987,0.4881
The frame is made of wood.,Das Fachwerk ist aus Holz.,9375bb9e.jpeg,0.5346,0.5062,0.6645,0.4675,0.2186
